alias	category	description	keywords
8203-1.mpd	Technic	A toy model of a vehicle with large wheels and a yellow and gray color scheme.	toy vehicle, large wheels, yellow and gray, model, technic
8204-1.mpd	Technic	A red and gray mechanical model with a handle and wheels, resembling a crane or a similar construction tool.	crane, mechanical model, construction tool, red, gray
8208-1.mpd	Technic	A model of a vehicle with a green and black color scheme, featuring a detailed mechanical design.	vehicle, mechan, model, green, black
8209-1.mpd	Technic	A red and gray model with a complex mechanical structure, featuring multiple axles and gears.	red model, complex gears, mechanical structure, red and gray, model with axles
8211-1.mpd	Technic	A detailed model of a police station with a police car and a police helicopter.	police station, police car, police helicopter, model, urban life
8217-1.mpd	Technic	A model of a helicopter with a main rotor and tail rotor, featuring a green and gray color scheme.	helicopter, main rotor, tail rotor, green, gray
8218-1.mpd	Technic	A detailed model of a vehicle's undercarriage, showcasing its mechanical components.	undercarriage, mechanical components, vehicle, model, technical
8245-1.mpd	Technic	A model of a race car with a complex mechanical structure, featuring gears, axles, and motors.	race car, mechan, mechan model, mechan race car, mechan model race car
8256-1_Lawn-Mover.mpd	Technic	A model of a vehicle with a blue and yellow color scheme, featuring a crane-like attachment on the front.	vehicle, crane, blue, yellow, model
8256-1.mpd	Technic	A detailed model of a car chassis with various mechanical components and axles.	car chassis, mechanical components, axles, model, technical
8257-1.mpd	Robots / Mecha	Two Cyber Strikers robots in different poses, one with a purple and yellow color scheme and the other with a teal and gray color scheme.	Cyber Strikers, robots, mecha, action figures, poses
8258-1.mpd	Technic	A red fire truck with an extended ladder and various mechanical components.	fire truck, red, extended ladder, mechanical components, fire engine
8259-1_Excavator.mpd	Technic	A miniature bulldozer and excavator model.	Mini Bulldozer, Excavator, Construction, Model, Bulldozer
8259-1.mpd	Technic	A miniature bulldozer model with a yellow body and black tracks.	Mini Bulldozer, 8259, construction vehicle, model, miniature
8260-1_Motorbike.mpd	Technic	A model of a tractor motorbike with a green and yellow body, grey wheels, and red accents.	tractor motorbike, green body, yellow body, grey wheels, red accents
8260-1.mpd	Technic	A model of a tractor with a shovel attachment.	tractor, shovel attachment, model, construction vehicle, mechan
8261-1_Semi-Tractor.mpd	Technic	A red and gray model of a rally truck with a semi-tractor attachment.	rally truck, semi-tractor, model, red, gray
8261-1.mpd	Technic	A red and white rally truck model with large off-road tires.	rally truck, red, white, off-road, model
8270-1_Tower-Crane.mpd	Technic	A yellow and gray construction vehicle with a crane arm and wheels.	construction vehicle, crane, wheels, yellow, gray
8270-1.mpd	Technic	A yellow and gray construction vehicle with a crane and tracks.	construction vehicle, crane, tracks, yellow, gray
8272-1_Bulldozer.mpd	Technic	A detailed model of a construction vehicle with tracks and a crane.	construction vehicle, tracks, crane, mechanimal, model
8272-1.mpd	Technic	A red and gray snowmobile model with detailed tracks and a compact design.	snowmobile, red, gray, tracks, compact
8273-1_Utility-Cargo-Truck.mpd	Technic	A model of a construction vehicle with a crane attachment.	construction vehicle, crane attachment, model, technic, construction
8273-1.mpd	Technic	A detailed model of a construction vehicle with a crane and a cargo bed.	construction vehicle, crane, cargo bed, model, technic
8274-1_Dragstar.mpd	Technic	A detailed model of a vehicle chassis with a red stand and a green body, featuring mechanical components and axles.	vehicle chassis, red stand, green body, mechanical components, axles
8274-1.mpd	Technic	A detailed model of a construction vehicle with a crane and a trailer, featuring realistic mechanical functions.	construction vehicle, crane, trailer, realistic, mechanical functions
8275-1.mpd	Technic	A detailed model of a construction vehicle with a yellow and gray color scheme.	construction vehicle, yellow, gray, model, technic
8281-1_Side-Car.mpd	Technic	A model of a construction vehicle with tracks and a red front loader.	construction vehicle, tracks, red front loader, model, technic
8281-1.mpd	Technic	A detailed model of a vehicle with gears, axles, and a red and green color scheme.	vehicle, model, gears, axles, red
8283-1_Front-End-Loader.mpd	Technic	A red and gray construction vehicle with a shovel attachment.	construction vehicle, shovel attachment, red vehicle, gray vehicle, construction equipment
8283-1.mpd	Technic	A red and black construction vehicle with a front loader and a plow attachment.	construction vehicle, front loader, plow attachment, red, black
8285-1.mpd	Technic	A detailed model of a crane truck made from LEGO bricks.	crane truck, LEGO model, construction vehicle, realistic mechanical functions, technic
8289-1_Tow-Truck.mpd	Technic	A red fire truck model with extended ladder and various components.	fire truck, red, extended ladder, components, model
8289-1.mpd	Technic	A detailed model of a fire truck with an extended ladder, realistic mechanical functions, and a red color scheme.	fire truck, ladder, red, mechanical, model
8301-1_Combination-with-8304.mpd	Technic	A detailed model of a vehicle with a complex mechanical structure.	vehicle, mechan, complex, mechan, model
8301-1.mpd	Technic	A model car with a sleek design, featuring a black body, white roof, and blue accents.	model car, sleek design, black body, white roof, blue accents
8302-1_Combination-with-8303.mpd	Technic	A detailed model of a construction vehicle with a green and yellow color scheme.	construction vehicle, green and yellow, model, construction machinery, technic
8302-1.mpd	Technic	A green and gray Technic model of a vehicle with a boxy design and large wheels.	Technic, vehicle, green, gray, boxy
8303-1_Combination-with-8302.mpd	Technic	A detailed model of a construction vehicle with a green and yellow color scheme.	construction vehicle, green and yellow, model, construction machinery, technic
8303-1.mpd	Technic	A toy monster truck with large tires and a rugged design.	monster truck, toy vehicle, rugged design, large tires, toy car
8304-1_Combination-with-8301.mpd	Technic	A detailed model of a vehicle with a black and white color scheme, featuring a large cargo area and multiple wheels.	vehicle, cargo, wheels, model, black and white
8304-1.mpd	Technic	A detailed model of a construction vehicle with a flatbed and a crane.	construction vehicle, flatbed, crane, model, technic
8399-1.mpd	Technic	A complex mechanical model featuring gears, axles, and a green light, possibly representing a futuristic device or machinery.	mechanical model, gears, axles, green light, futuristic device
8400-1.mpd	Technic	A mechanical model with a red base and a black arm with a yellow handle, resembling a crane or a similar construction.	mechanical model, crane, black arm, yellow handle, red base
8416-1_Tractor.mpd	Technic	A detailed model of a construction vehicle with a crane attachment.	construction vehicle, crane attachment, model, technic, construction machinery
8416-1.mpd	Technic	A detailed model of a forklift with a pallet attached, showcasing realistic mechanical functions.	forklift, pallet, mechanical, construction, model
8418-1_B-Model.mpd	Technic	A detailed model of a construction vehicle with a yellow and black color scheme.	construction vehicle, yellow, black, model, construction
8418-1.mpd	Technic	A construction vehicle model with a shovel attachment.	construction vehicle, shovel attachment, model, construction site, toy
8419-1_Dozer.mpd	Technic	A detailed model of a construction vehicle with tracks and a shovel attachment.	construction vehicle, tracks, shovel attachment, model, technic
8419-1.mpd	Technic	A construction vehicle model with a yellow and gray color scheme, featuring tracks and a crane arm.	construction vehicle, crane, tracks, yellow, gray
8448-1_Concept-Car.mpd	Technic	A detailed model of a vehicle with a red and gray color scheme, featuring a complex frame and components.	vehicle, model, red, gray, complex
8448-1_Hot-Rod.mpd	Technic	A detailed model of a red off-road vehicle with a rugged design, featuring a roof rack, spare tire, and various mechanical components.	red off-road vehicle, rugged design, roof rack, spare tire, mechanical components
8448-1_Racer.mpd	Technic	A detailed model of a red race car with a complex undercarriage and intricate mechanical components.	red race car, complex undercarriage, mechanical components, model, technic
8448-1_Wing-Doors.mpd	Technic	A detailed model of a car chassis with various mechanical components and parts.	car chassis, mechanical components, model, technical, vehicle
8448-1.mpd	Technic	A detailed model of a vehicle with a red and gray color scheme, featuring a complex mechanical structure and components.	vehicle, mechanatomy, complex, red, gray
8464-1.mpd	Technic	A yellow and black construction vehicle with a shovel attachment.	construction vehicle, shovel attachment, yellow, black, lego
8466-1.mpd	Technic	A detailed model of a truck with a rugged design, featuring large tires and a robust frame.	truck, rugged, model, technic, vehicle
8495-1.mpd	Vehicles	A collection of various toy vehicles including a truck, a race car, and a motorcycle.	toy vehicles, collection, truck, race car, motorcycle
850-1_Grader.mpd	Technic	A yellow construction vehicle with a fork-lift attachment and a grader attachment.	fork-lift truck, grader, construction vehicle, yellow, lego
850-1_Lift.mpd	Technic	A yellow LEGO model of a Fork-Lift Truck with a lift mechanism.	Fork-Lift Truck, Lift Mechanism, LEGO Model, Construction Vehicle, Mechanical Function
850-1.mpd	Technic	A yellow forklift truck model built with LEGO bricks.	forklift, LEGO, construction, mechan, model
851-1.mpd	Technic	A red tractor model built with LEGO bricks, featuring detailed components like wheels, a cabin, and a front loader.	LEGO, tractor, red, construction, model
852-1.mpd	Technic	A yellow helicopter with red and blue accents, featuring a detailed and realistic design.	helicopter, yellow, red, blue, realistic
8527-1_Basket-Tri-bot.mpd	Technic	A robot with a camera and a screen, designed for educational or scientific purposes.	robot, camera, screen, educational, scientific
